request_method,uri,url_length,num_parameters,special_char_count,path_depth,has_encoded_chars,request_rate,response_code,user_agent_entropy,attack_type
GET,/app/login%3Fq%3D../../etc/passwd,33,0,0,5,1,31,403,2.1845303331578823,SQL Injection
GET,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,82,500,2.364421911085593,XSS
GET,/app/login?q=id=1',18,2,1,2,0,81,200,1.8604421213923827,XSS
POST,/app/search?q=c++_programming&ref=367,37,3,0,2,0,89,200,1.4896677168596448,Normal
GET,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,11,403,3.512146910404778,RCE
GET,/app/home?id=477,16,1,0,2,0,46,200,4.63488183175221,Normal
GET,/app/home?id=583,16,1,0,2,0,64,200,2.9947634751557084,Normal
GET,/app/profile?name=O'Brian&ref=156,33,3,1,2,0,26,200,2.4217217508283873,Normal
GET,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,14,200,2.3428581347608946,RCE
GET,/app/home?id=489,16,1,0,2,0,36,200,4.780981369815795,Normal
GET,/app/home?id=970,16,1,0,2,0,59,200,3.2170384715014793,Normal
POST,/app/home?id=135,16,1,0,2,0,57,200,3.6922002537551495,Normal
GET,/app/calc?formula=x*y-z&ref=856,31,3,2,2,0,30,200,3.8597739200075467,Normal
GET,/app/login?q=alert(1),21,1,2,2,0,7,200,4.166452655069925,XSS
POST,/app/login%3Fq%3D../../etc/passwd,33,0,0,5,1,1,500,3.0897023626972238,XSS
POST,/app/shop?filter=price>100&ref=631,34,3,1,2,0,28,200,1.579766806243295,Normal
POST,/app/home?id=747,16,1,0,2,0,73,200,3.385136568912482,Normal
GET,/app/note?txt=hello_world!&ref=781,34,3,1,2,0,71,200,3.379372135094031,Normal
GET,/app/home?id=57,15,1,0,2,0,49,200,1.6984569304776067,Normal
POST,/app/profile?name=O'Brian&ref=476,33,3,1,2,0,35,200,4.9341438867265275,Normal
POST,/app/contact?email=user@mail.com&ref=870,40,3,1,2,0,46,200,4.30680966712556,Normal
POST,/app/login%3Fq%3D1%20OR%201%3D1,31,0,0,2,1,86,500,4.8031307110797865,XSS
POST,/app/note?txt=hello_world!&ref=277,34,3,1,2,0,32,200,2.5489518419969586,Normal
GET,/app/search?q=union+jack&ref=129,32,3,0,2,0,67,200,4.874173538742836,Normal
GET,/app/search?q=union+jack&ref=795,32,3,0,2,0,91,200,4.240226624383949,Normal
POST,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,2,500,3.1410373997403767,XSS
GET,/app/home?id=102,16,1,0,2,0,6,200,3.0467074522128748,Normal
POST,/app/search%3Fq%3DUNION%20SELECT%201%2C2%2C3%2C4%2C5--,54,0,2,2,1,90,403,1.7203228427421644,RCE
GET,/app/home?id=213,16,1,0,2,0,18,200,1.5350494258017715,Normal
GET,/app/home?id=707,16,1,0,2,0,62,200,4.938554354228891,Normal
GET,/app/home?id=873,16,1,0,2,0,33,200,1.357178997096884,Normal
GET,/app/contact?email=user@mail.com&ref=295,40,3,1,2,0,71,200,1.9239424385755535,Normal
POST,/app/login?q=admin'--,21,1,3,2,0,68,200,2.9737479773785216,SQL Injection
GET,/app/login?q=1 OR 1=1,21,2,0,2,0,91,500,4.130191466316741,SQL Injection
GET,/app/home?id=423,16,1,0,2,0,67,200,1.5306370751442517,Normal
POST,/app/forum?tag=#security&ref=184,32,3,0,2,0,25,200,3.6028977775983346,Normal
GET,/app/home?id=286,16,1,0,2,0,82,200,2.5486590350362026,Normal
POST,/app/home?id=990,16,1,0,2,0,52,200,3.5631038148071035,Normal
GET,/app/login?q=1 OR 1=1,21,2,0,2,0,22,500,4.728576051855667,RCE
POST,/app/forum?tag=#security&ref=512,32,3,0,2,0,80,200,1.745861883229645,Normal
GET,/app/calc?formula=x*y-z&ref=309,31,3,2,2,0,98,200,2.0432874990712495,Normal
POST,/app/login?q=<b onmouseover=x>,30,2,2,2,0,50,403,2.7708217065483574,SQL Injection
POST,/app/home?id=382,16,1,0,2,0,83,200,1.5091530804183124,Normal
GET,/app/search?q=union+jack&ref=468,32,3,0,2,0,90,200,2.819865451755714,Normal
GET,/app/login%3Fq%3D%3Cb%20onmouseover%3Dx%3E,42,0,0,2,1,35,200,2.243481087439655,SQL Injection
GET,/app/search?q=union+jack&ref=969,32,3,0,2,0,92,200,4.14907015989586,Normal
GET,/app/shop?filter=price>100&ref=372,34,3,1,2,0,13,200,2.6915960977317,Normal
GET,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,38,500,2.289263187419214,XSS
GET,/app/calc?formula=x*y-z&ref=504,31,3,2,2,0,8,200,1.5422020103122378,Normal
GET,/app/search?q=| whoami,22,1,1,2,0,31,403,4.435692694041606,SQL Injection
GET,/app/search%3Fq%3D%3Cscript%3Ealert%28%27XSS%27%29%3C/script%3E,63,0,0,3,1,31,403,1.5539425610527124,RCE
GET,/app/home?id=631,16,1,0,2,0,78,200,4.768708126495542,Normal
POST,/app/search?q=union+jack&ref=253,32,3,0,2,0,82,200,2.1916287722134946,Normal
POST,/app/login?q=alert(1),21,1,2,2,0,72,403,4.1120625753673785,XSS
POST,/app/note?txt=hello_world!&ref=253,34,3,1,2,0,76,200,1.532161327365738,Normal
POST,/app/login?q=admin'--,21,1,3,2,0,83,500,2.1998942905604255,SQL Injection
POST,/app/search?q=c++_programming&ref=797,37,3,0,2,0,64,200,4.590636042533643,Normal
GET,/app/search?q=c++_programming&ref=508,37,3,0,2,0,32,200,4.444641130990966,Normal
POST,/app/forum?tag=#security&ref=717,32,3,0,2,0,87,200,2.368108712038487,Normal
GET,/app/login%3Fq%3Dadmin%27--,27,0,2,2,1,19,403,3.824628421830072,RCE
POST,/app/search?q=c++_programming&ref=974,37,3,0,2,0,44,200,2.304382409943654,Normal
GET,/app/calc?formula=x*y-z&ref=355,31,3,2,2,0,66,200,3.938778754505811,Normal
GET,/app/search?q=| whoami,22,1,1,2,0,40,200,1.1519265716664124,XSS
GET,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,99,200,1.7019609923515144,SQL Injection
POST,/app/home?id=701,16,1,0,2,0,8,200,4.768548329926393,Normal
POST,/app/search%3Fq%3D%3Cscript%3Ealert%28%27XSS%27%29%3C/script%3E,63,0,0,3,1,64,200,3.5238764572590746,XSS
POST,/app/search?q=cat /etc/shadow,29,1,0,4,0,45,500,1.4318946065353009,RCE
POST,/app/login?q=alert(1),21,1,2,2,0,82,500,1.7487397551300536,RCE
GET,/app/search?q=c++_programming&ref=963,37,3,0,2,0,14,200,3.8065944411245294,Normal
GET,/app/search?q=| whoami,22,1,1,2,0,54,500,3.8002770971196704,RCE
GET,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,27,403,3.1238570038354188,SQL Injection
GET,/app/login?q=<b onmouseover=x>,30,2,2,2,0,93,200,4.6946614699313365,RCE
POST,/app/login?q=1 OR 1=1,21,2,0,2,0,43,403,4.528522134311855,RCE
POST,/app/search?q=| whoami,22,1,1,2,0,98,200,2.84107555159318,SQL Injection
POST,/app/home?id=735,16,1,0,2,0,34,200,2.369162018930365,Normal
GET,/app/home?id=428,16,1,0,2,0,80,200,4.662814664878654,Normal
GET,/app/search?q=union+jack&ref=474,32,3,0,2,0,52,200,4.936318243277033,Normal
GET,/app/search%3Fq%3D%3Cscript%3Ealert%28%27XSS%27%29%3C/script%3E,63,0,0,3,1,14,403,2.5580957861038183,XSS
GET,/app/home?id=531,16,1,0,2,0,45,200,2.5756960791937553,Normal
POST,/app/note?txt=hello_world!&ref=772,34,3,1,2,0,1,200,3.040308389335136,Normal
POST,/app/forum?tag=#security&ref=267,32,3,0,2,0,86,200,4.904094498815562,Normal
POST,/app/contact?email=user@mail.com&ref=820,40,3,1,2,0,54,200,1.6303927236392606,Normal
GET,/app/search?q=| whoami,22,1,1,2,0,28,403,1.2675441190351453,XSS
GET,/app/login?q=../../etc/passwd,29,1,0,5,0,56,500,3.3852454158383147,RCE
POST,/app/login%3Fq%3D../../etc/passwd,33,0,0,5,1,53,200,2.033853276829805,SQL Injection
GET,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,25,200,3.127869531633069,RCE
GET,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,94,500,2.5707240897874204,XSS
GET,/app/forum?tag=#security&ref=445,32,3,0,2,0,72,200,4.934778664264124,Normal
POST,/app/home?id=724,16,1,0,2,0,93,200,2.3729653988623136,Normal
POST,/app/home?id=638,16,1,0,2,0,69,200,1.181399301731735,Normal
POST,/app/search?q=union+jack&ref=800,32,3,0,2,0,59,200,1.0459776599412374,Normal
POST,/app/home?id=57,15,1,0,2,0,15,200,2.1679877079986922,Normal
GET,/app/profile?name=O'Brian&ref=864,33,3,1,2,0,75,200,2.4317766671027,Normal
GET,/app/login%3Fq%3D1%20OR%201%3D1,31,0,0,2,1,6,403,4.197114988759416,SQL Injection
GET,/app/login?q=admin'--,21,1,3,2,0,42,200,4.115851071311928,RCE
POST,/app/search?q=| whoami,22,1,1,2,0,32,500,3.3372134096904578,XSS
POST,/app/home?id=119,16,1,0,2,0,84,200,3.0164896817504627,Normal
GET,/app/home?id=533,16,1,0,2,0,50,200,1.6868247850924991,Normal
GET,/app/login?q=../../etc/passwd,29,1,0,5,0,24,200,2.0282515055598243,SQL Injection
POST,/app/login?q=admin'--,21,1,3,2,0,7,200,2.7525819014712756,XSS
POST,/app/shop?filter=price>100&ref=986,34,3,1,2,0,97,200,1.0390042280254774,Normal
GET,/app/calc?formula=x*y-z&ref=124,31,3,2,2,0,42,200,4.040447216317188,Normal
POST,/app/search?q=| whoami,22,1,1,2,0,55,200,1.2792454279438843,RCE
GET,/app/home?id=660,16,1,0,2,0,38,200,4.25261640354681,Normal
GET,/app/login?q=../../etc/passwd,29,1,0,5,0,69,403,3.962707499682391,XSS
GET,/app/login?q=id=1',18,2,1,2,0,46,500,2.73483200335996,RCE
POST,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,29,500,2.7221872051534874,XSS
POST,/app/login?redirect=/dashboard&ref=945,38,3,0,3,0,18,200,4.111520704650926,Normal
GET,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,21,200,2.5439487297726777,RCE
POST,/app/login?redirect=/dashboard&ref=332,38,3,0,3,0,21,200,4.236554832648716,Normal
POST,/app/home?id=389,16,1,0,2,0,10,200,1.0446294012414197,Normal
GET,/app/home?id=195,16,1,0,2,0,30,200,4.434780859289693,Normal
GET,/app/login?q=1 OR 1=1,21,2,0,2,0,41,500,2.985528305889958,RCE
GET,/app/search?q=cat /etc/shadow,29,1,0,4,0,90,403,4.637567408198045,RCE
POST,/app/login%3Fq%3Dadmin%27--,27,0,2,2,1,67,500,4.339254791624974,RCE
GET,/app/shop?filter=price>100&ref=357,34,3,1,2,0,57,200,1.482041931303721,Normal
POST,/app/profile?name=O'Brian&ref=165,33,3,1,2,0,47,200,4.895679368481467,Normal
POST,/app/login?q=admin'--,21,1,3,2,0,24,500,1.787216018500224,SQL Injection
POST,/app/calc?formula=x*y-z&ref=227,31,3,2,2,0,45,200,3.7961452293375664,Normal
GET,/app/search?q=c++_programming&ref=957,37,3,0,2,0,19,200,4.223182405351763,Normal
GET,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,94,500,3.225166961410762,RCE
POST,/app/search?q=cat /etc/shadow,29,1,0,4,0,64,500,1.3779438524131882,RCE
GET,/app/contact?email=user@mail.com&ref=285,40,3,1,2,0,12,200,3.474751037347365,Normal
POST,/app/search?q=| whoami,22,1,1,2,0,59,200,2.106106714383774,RCE
GET,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,20,403,3.2260706788363303,RCE
POST,/app/home?id=690,16,1,0,2,0,22,200,3.4807533518092617,Normal
POST,/app/contact?email=user@mail.com&ref=954,40,3,1,2,0,46,200,2.464225092081498,Normal
GET,/app/login?q=alert(1),21,1,2,2,0,2,500,3.6609486863176426,XSS
GET,/app/home?id=867,16,1,0,2,0,41,200,1.6564173483064843,Normal
GET,/app/search?q=| whoami,22,1,1,2,0,57,200,1.2548276480907714,SQL Injection
POST,/app/home?id=98,15,1,0,2,0,83,200,4.093755360636125,Normal
POST,/app/login?q=<b onmouseover=x>,30,2,2,2,0,100,200,4.2209050025311265,XSS
GET,/app/home?id=175,16,1,0,2,0,32,200,2.7998702637116226,Normal
GET,/app/home?id=720,16,1,0,2,0,56,200,3.0145300740582575,Normal
GET,/app/calc?formula=x*y-z&ref=592,31,3,2,2,0,75,200,1.9620909367436403,Normal
GET,/app/search%3Fq%3D%7C%20whoami,30,0,0,2,1,6,200,3.4635925572931336,SQL Injection
GET,/app/search%3Fq%3Dping%20-c%204%208.8.8.8,41,0,1,2,1,13,403,2.7716722428746583,RCE
POST,/app/home?id=825,16,1,0,2,0,14,200,3.3356378335768166,Normal
POST,/app/home?id=730,16,1,0,2,0,25,200,4.1592378000504535,Normal
POST,/app/home?id=394,16,1,0,2,0,3,200,2.7684619758121563,Normal
GET,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,62,200,4.494628825331457,RCE
POST,/app/search%3Fq%3D%3Cscript%3Ealert%28%27XSS%27%29%3C/script%3E,63,0,0,3,1,35,500,3.5702245766456584,SQL Injection
POST,/app/search%3Fq%3D%3Cscript%3Ealert%28%27XSS%27%29%3C/script%3E,63,0,0,3,1,65,200,4.6921915780453185,XSS
GET,/app/home?id=340,16,1,0,2,0,44,200,1.401047948090517,Normal
GET,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,43,403,3.891961606807546,SQL Injection
POST,/app/home?id=183,16,1,0,2,0,100,200,2.352497843792006,Normal
GET,/app/home?id=529,16,1,0,2,0,10,200,3.9428091532048946,Normal
POST,/app/shop?filter=price>100&ref=958,34,3,1,2,0,35,200,3.8032735841582106,Normal
GET,/app/forum?tag=#security&ref=519,32,3,0,2,0,91,200,4.704701515550637,Normal
POST,/app/home?id=629,16,1,0,2,0,5,200,1.2150059055852065,Normal
GET,/app/login?q=1 OR 1=1,21,2,0,2,0,10,200,1.7700696564893863,XSS
GET,/app/contact?email=user@mail.com&ref=242,40,3,1,2,0,46,200,2.9227766192866764,Normal
POST,/app/home?id=472,16,1,0,2,0,100,200,4.806953801156315,Normal
GET,/app/home?id=81,15,1,0,2,0,17,200,1.922985724221813,Normal
GET,/app/login?q=<b onmouseover=x>,30,2,2,2,0,97,200,1.2121455749780972,SQL Injection
GET,/app/search?q=union+jack&ref=940,32,3,0,2,0,62,200,4.726087767631988,Normal
GET,/app/home?id=422,16,1,0,2,0,8,200,2.6319579025354876,Normal
POST,/app/login?q=alert(1),21,1,2,2,0,42,200,2.0159112077087515,SQL Injection
POST,/app/login%3Fq%3D1%20OR%201%3D1,31,0,0,2,1,71,403,2.8147883612126887,RCE
GET,/app/home?id=547,16,1,0,2,0,89,200,2.3659957430582415,Normal
POST,/app/shop?filter=price>100&ref=476,34,3,1,2,0,57,200,4.151454119730596,Normal
GET,/app/home?id=638,16,1,0,2,0,34,200,3.625157685969838,Normal
GET,/app/home?id=128,16,1,0,2,0,89,200,4.142039174701051,Normal
GET,/app/login?q=id=1',18,2,1,2,0,80,403,4.021658312709621,SQL Injection
GET,/app/home?id=891,16,1,0,2,0,62,200,2.8811924431338,Normal
POST,/app/profile?name=O'Brian&ref=860,33,3,1,2,0,19,200,2.2217814617811467,Normal
POST,/app/login?q=id=1',18,2,1,2,0,59,403,3.5100310942895403,XSS
GET,/app/login?q=../../etc/passwd,29,1,0,5,0,26,200,2.238515228781632,XSS
POST,/app/search?q=| whoami,22,1,1,2,0,70,500,2.479277801818174,SQL Injection
POST,/app/contact?email=user@mail.com&ref=877,40,3,1,2,0,43,200,3.7732343823968706,Normal
GET,/app/note?txt=hello_world!&ref=899,34,3,1,2,0,18,200,2.0965186724795553,Normal
GET,/app/home?id=174,16,1,0,2,0,36,200,3.3283773965271015,Normal
POST,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,59,403,2.6595967366576723,XSS
GET,/app/profile?name=O'Brian&ref=156,33,3,1,2,0,72,200,4.54914908280872,Normal
POST,/app/calc?formula=x*y-z&ref=722,31,3,2,2,0,64,200,3.5772830288978184,Normal
POST,/app/home?id=537,16,1,0,2,0,10,200,4.9813338230412105,Normal
GET,/app/forum?tag=#security&ref=622,32,3,0,2,0,83,200,4.679003508400419,Normal
POST,/app/search?q=c++_programming&ref=898,37,3,0,2,0,35,200,3.839442079069652,Normal
GET,/app/home?id=769,16,1,0,2,0,32,200,3.940765187082466,Normal
GET,/app/login?q=id=1',18,2,1,2,0,49,403,1.0115237960448558,RCE
GET,/app/contact?email=user@mail.com&ref=629,40,3,1,2,0,70,200,1.3148801215735175,Normal
POST,/app/login?q=admin'--,21,1,3,2,0,27,500,2.763480875176008,RCE
GET,/app/profile?name=O'Brian&ref=528,33,3,1,2,0,31,200,1.515988765490167,Normal
GET,/app/note?txt=hello_world!&ref=545,34,3,1,2,0,66,200,1.1220717593999736,Normal
POST,/app/login%3Fq%3Dadmin%27--,27,0,2,2,1,18,200,3.443001400073627,SQL Injection
POST,/app/login?redirect=/dashboard&ref=322,38,3,0,3,0,21,200,1.9897261301985143,Normal
POST,/app/home?id=982,16,1,0,2,0,71,200,3.6233238412076525,Normal
POST,/app/home?id=769,16,1,0,2,0,36,200,4.371026336873459,Normal
POST,/app/home?id=860,16,1,0,2,0,92,200,1.4813495116849489,Normal
GET,/app/search?q=c++_programming&ref=675,37,3,0,2,0,87,200,3.0862512415165444,Normal
POST,/app/search?q=| whoami,22,1,1,2,0,5,200,4.369758328791869,XSS
POST,/app/search?q=c++_programming&ref=980,37,3,0,2,0,88,200,1.3140307939686968,Normal
GET,/app/profile?name=O'Brian&ref=941,33,3,1,2,0,56,200,3.1311069465821078,Normal
POST,/app/search%3Fq%3Dcat%20/etc/shadow,35,0,0,4,1,78,500,4.8141143801844155,RCE
POST,/app/home?id=640,16,1,0,2,0,37,200,4.182250915651707,Normal
GET,/app/home?id=845,16,1,0,2,0,67,200,4.587052066780618,Normal
POST,/app/search?q=c++_programming&ref=492,37,3,0,2,0,21,200,4.498743475266126,Normal
GET,/app/calc?formula=x*y-z&ref=809,31,3,2,2,0,97,200,4.440303478131666,Normal
POST,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,24,500,4.42829807069749,XSS
GET,/app/login?redirect=/dashboard&ref=873,38,3,0,3,0,47,200,4.554873173044743,Normal
GET,/app/home?id=382,16,1,0,2,0,34,200,4.022601453645949,Normal
POST,/app/calc?formula=x*y-z&ref=775,31,3,2,2,0,9,200,1.0347371930866731,Normal
POST,/app/shop?filter=price>100&ref=607,34,3,1,2,0,33,200,3.7626710552343483,Normal
POST,/app/profile?name=O'Brian&ref=827,33,3,1,2,0,12,200,2.398890365126855,Normal
GET,/app/forum?tag=#security&ref=361,32,3,0,2,0,3,200,3.8816680683571025,Normal
POST,/app/search?q=cat /etc/shadow,29,1,0,4,0,65,200,1.9386116729115517,SQL Injection
POST,/app/search%3Fq%3D%7C%20whoami,30,0,0,2,1,59,500,3.5361730727049427,SQL Injection
POST,/app/login?q=alert(1),21,1,2,2,0,65,403,1.7733519271575484,SQL Injection
GET,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,79,500,2.6267626849482686,XSS
GET,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,16,200,4.542237824019644,RCE
GET,/app/profile?name=O'Brian&ref=969,33,3,1,2,0,2,200,4.858245289734418,Normal
POST,/app/forum?tag=#security&ref=348,32,3,0,2,0,59,200,4.188948318596001,Normal
GET,/app/note?txt=hello_world!&ref=469,34,3,1,2,0,64,200,3.4058703510756114,Normal
POST,/app/home?id=378,16,1,0,2,0,66,200,2.2201652630080253,Normal
GET,/app/home?id=373,16,1,0,2,0,76,200,1.6110088342331115,Normal
POST,/app/home?id=899,16,1,0,2,0,32,200,1.689558452082085,Normal
GET,/app/search?q=c++_programming&ref=609,37,3,0,2,0,15,200,1.1163721497407666,Normal
POST,/app/home?id=169,16,1,0,2,0,16,200,4.6670724428398085,Normal
POST,/app/home?id=637,16,1,0,2,0,83,200,2.2286955293879727,Normal
GET,/app/login?q=id=1',18,2,1,2,0,42,500,2.344968423989473,XSS
GET,/app/home?id=678,16,1,0,2,0,42,200,2.0241995445311627,Normal
POST,/app/home?id=569,16,1,0,2,0,23,200,2.2417072858333937,Normal
GET,/app/search%3Fq%3Dcat%20/etc/shadow,35,0,0,4,1,14,200,3.052913197081929,SQL Injection
GET,/app/calc?formula=x*y-z&ref=900,31,3,2,2,0,83,200,2.710585006891271,Normal
POST,/app/login%3Fq%3D1%20OR%201%3D1,31,0,0,2,1,11,500,2.955196418717325,SQL Injection
GET,/app/login%3Fq%3D1%20OR%201%3D1,31,0,0,2,1,15,500,4.4115984800011,XSS
POST,/app/home?id=951,16,1,0,2,0,38,200,3.4856182372815776,Normal
POST,/app/login?redirect=/dashboard&ref=606,38,3,0,3,0,47,200,1.1890179202892441,Normal
GET,/app/profile?name=O'Brian&ref=522,33,3,1,2,0,80,200,4.0355779874739035,Normal
GET,/app/home?id=306,16,1,0,2,0,43,200,3.887164516747306,Normal
POST,/app/login?q=1 OR 1=1,21,2,0,2,0,98,200,2.3270532051680584,SQL Injection
GET,/app/search?q=c++_programming&ref=248,37,3,0,2,0,92,200,4.5757729100784035,Normal
POST,/app/login?q=<b onmouseover=x>,30,2,2,2,0,26,403,4.7236635480557245,SQL Injection
GET,/app/login?q=alert(1),21,1,2,2,0,18,500,1.1370960529270064,SQL Injection
POST,/app/login?q=../../etc/passwd,29,1,0,5,0,19,200,2.682654954476521,SQL Injection
POST,/app/home?id=139,16,1,0,2,0,3,200,2.0188293370967014,Normal
POST,/app/home?id=183,16,1,0,2,0,81,200,1.4863653906427308,Normal
GET,/app/search%3Fq%3D%7C%20whoami,30,0,0,2,1,24,403,1.0556379267830613,RCE
POST,/app/login?redirect=/dashboard&ref=424,38,3,0,3,0,13,200,4.017471740830867,Normal
POST,/app/forum?tag=#security&ref=213,32,3,0,2,0,47,200,1.5424307557385482,Normal
GET,/app/contact?email=user@mail.com&ref=303,40,3,1,2,0,27,200,4.775300445741586,Normal
POST,/app/login%3Fq%3Did%3D1%27,26,0,0,2,1,32,500,2.166187322649454,RCE
GET,/app/home?id=802,16,1,0,2,0,52,200,2.4540654803437576,Normal
GET,/app/home?id=457,16,1,0,2,0,84,200,4.094475921512429,Normal
POST,/app/home?id=617,16,1,0,2,0,24,200,3.907533747481523,Normal
POST,/app/calc?formula=x*y-z&ref=542,31,3,2,2,0,84,200,4.815277510841142,Normal
GET,/app/search?q=| whoami,22,1,1,2,0,16,403,3.2833198301809645,RCE
POST,/app/login?q=alert(1),21,1,2,2,0,54,200,4.517872030399572,XSS
GET,/app/home?id=919,16,1,0,2,0,78,200,1.9603221264561204,Normal
GET,/app/profile?name=O'Brian&ref=696,33,3,1,2,0,9,200,2.6476502102821557,Normal
POST,/app/search?q=c++_programming&ref=996,37,3,0,2,0,87,200,3.933222372315916,Normal
GET,/app/home?id=546,16,1,0,2,0,58,200,3.7512840914911467,Normal
POST,/app/home?id=731,16,1,0,2,0,58,200,3.448157749965034,Normal
GET,/app/login?q=<b onmouseover=x>,30,2,2,2,0,78,200,2.085240968448793,XSS
GET,/app/forum?tag=#security&ref=873,32,3,0,2,0,88,200,3.167379021464568,Normal
POST,/app/login?q=../../etc/passwd,29,1,0,5,0,13,403,1.0486717855860221,RCE
POST,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,29,200,3.2433647802687005,SQL Injection
POST,/app/login?redirect=/dashboard&ref=499,38,3,0,3,0,20,200,4.067768185002562,Normal
POST,/app/profile?name=O'Brian&ref=340,33,3,1,2,0,79,200,4.485869076305626,Normal
GET,/app/search?q=cat /etc/shadow,29,1,0,4,0,38,403,2.173653837143882,RCE
GET,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,93,200,2.4005168311840297,RCE
GET,/app/search%3Fq%3Dcat%20/etc/shadow,35,0,0,4,1,56,403,3.882558512394473,XSS
POST,/app/home?id=70,15,1,0,2,0,74,200,2.3458852337736373,Normal
GET,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,30,403,4.63122541615135,XSS
POST,/app/home?id=869,16,1,0,2,0,96,200,1.03242633088882,Normal
POST,/app/search?q=<script>alert('XSS')</script>,43,1,8,3,0,92,200,3.228485521556089,RCE
POST,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,80,200,3.0342058150752016,XSS
POST,/app/profile?name=O'Brian&ref=176,33,3,1,2,0,54,200,4.623413685948082,Normal
GET,/app/login?q=1 OR 1=1,21,2,0,2,0,39,500,2.9647883839041107,XSS
POST,/app/home?id=911,16,1,0,2,0,12,200,1.6805060631499664,Normal
GET,/app/forum?tag=#security&ref=247,32,3,0,2,0,91,200,4.31446546597152,Normal
GET,/app/login?q=../../etc/passwd,29,1,0,5,0,33,200,2.7652503867213682,RCE
POST,/app/search?q=| whoami,22,1,1,2,0,19,403,4.576414660093011,XSS
GET,/app/note?txt=hello_world!&ref=494,34,3,1,2,0,72,200,1.4352374786833368,Normal
POST,/app/login?q=id=1',18,2,1,2,0,78,200,4.592293421272952,SQL Injection
GET,/app/home?id=670,16,1,0,2,0,67,200,1.090924399978491,Normal
POST,/app/search%3Fq%3D%3Cscript%3Ealert%28%27XSS%27%29%3C/script%3E,63,0,0,3,1,55,403,3.467025235739022,SQL Injection
POST,/app/login%3Fq%3D1%20OR%201%3D1,31,0,0,2,1,84,500,2.2218207883344356,RCE
GET,/app/login?q=alert(1),21,1,2,2,0,22,500,2.118857848246666,RCE
POST,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,48,403,4.282750563390272,SQL Injection
GET,/app/calc?formula=x*y-z&ref=133,31,3,2,2,0,53,200,4.772683749145198,Normal
POST,/app/home?id=934,16,1,0,2,0,90,200,2.750630687875696,Normal
GET,/app/home?id=677,16,1,0,2,0,79,200,3.4638719747971396,Normal
POST,/app/home?id=912,16,1,0,2,0,7,200,4.7914052076401905,Normal
POST,/app/search?q=ping -c 4 8.8.8.8,31,1,1,2,0,18,403,1.2544616888046027,XSS
GET,/app/login?q=alert(1),21,1,2,2,0,29,200,3.265012453432903,XSS
GET,/app/login?redirect=/dashboard&ref=263,38,3,0,3,0,1,200,1.3902402155720015,Normal
POST,/app/home?id=832,16,1,0,2,0,30,200,3.3241579806580845,Normal
GET,/app/home?id=448,16,1,0,2,0,67,200,4.839162718650197,Normal
POST,"/app/search?q=UNION SELECT 1,2,3,4,5--",38,1,2,2,0,69,500,2.1082066123351106,RCE
GET,/app/home?id=625,16,1,0,2,0,61,200,1.1396591350028111,Normal
GET,/app/search?q=| whoami,22,1,1,2,0,92,500,1.1071302935967102,SQL Injection
POST,/app/home?id=885,16,1,0,2,0,78,200,1.9123386943085081,Normal
POST,/app/home?id=262,16,1,0,2,0,32,200,2.4272301426161866,Normal
POST,/app/home?id=577,16,1,0,2,0,66,200,2.5756430220044266,Normal
GET,/app/search?q=union+jack&ref=690,32,3,0,2,0,100,200,3.714111632242613,Normal
POST,/app/login%3Fq%3Did%3D1%27,26,0,0,2,1,47,403,2.7442877591904624,XSS
GET,/app/search?q=| whoami,22,1,1,2,0,51,200,2.6342800335002092,SQL Injection
POST,/app/login?redirect=/dashboard&ref=662,38,3,0,3,0,5,200,4.0867351587614404,Normal
GET,/app/home?id=280,16,1,0,2,0,41,200,2.477248348141554,Normal
GET,/app/login?redirect=/dashboard&ref=396,38,3,0,3,0,91,200,1.4034915155466146,Normal
POST,/app/forum?tag=#security&ref=272,32,3,0,2,0,3,200,4.436330498755625,Normal
